posterId,title,description,somCoordinate,representationsCoordinate,clusterId
po000120,平成6年度特別展　箱館夢日記＝箱館と南部藩＝,平成6年度特別展、箱館夢日記＝箱館と南部藩＝、主催、市立函館博物館、後援、盛岡市中央公民館・NHK函館放送局・北海道新聞函館支社・箱館奉行所復元促進期成会・五稜郭タワー株式会社・市立函館博物館友の会、会場、市立函館博物館五稜郭分館（五稜郭公園内）TEL.0138-51-2548、会期、平成6年7月26日（火）～9月25日（日）月曜日休館、観覧料、一般400円、大・高校生200円、中・小学生100円（団体割引有り）、平成6年9月30日印あり,1841,,127.0
po000121,寺崎広業展,寺崎広業展、薫りたつ明治の雅、平成6年8月27日（土）～9月25日（日）、月曜日休館・午前10時～午後5時（入館は4時30分まで）※会期中一部作品の展示替えを行います、観覧料/一般610(510)円・高大生510(410)円・小中生300(200)円、（）内は前売り・10名以上の団体料金、主催/北海道立函館美術館・北海道新聞社、後援/函館市・函館市教育委員会・NHK函館放送局・uhb、北海道立函館美術館、〒040函館市五稜郭町37番6号、TEL(0138)56-6311、テレフォンサービス(0138)55-1551、サインあり、平成6年9月30日印あり,1824,,40.0
po000122,国画会　渋谷円吉油絵個展,国画会、渋谷円吉油絵個展、9/14→19日、明治生命ビル5階ホール、,1607,,158.0
po000123,冬の交通事故防止運動,昭和45年1月17日受付印,1079,,213.0
po000124,EXPO’70日本万国博,昭和45年3月20日受付印,1636,,96.0
po000139,港まつり,港まつり、7月1日→5日、函館市、株式会社、北海商報社印行、はんこあり,592,,129.0
po000165,みんなで一掃き　たのしい一日,函館の街をきれいにする市民運動標語入選作品、みんなで一掃き、たのしい一日、函館の街をきれいにする市民運動協議会、サインあり,693,,183.0
po000170,国策のグラフ　写真週報　国策のパンフレット　週報,,721,,176.0
po000172,校註　日本文学大系校註　国歌大系近代　日本文学大系,,1982,,154.0
po000174,国策のグラフ　写真週報,,896,90.0,176.0
po000177,講談倶楽部新年号,,1004,,54.0
po000178,訳註　初等　英文世界名著全集　全十五巻,,1131,,154.0
po000180,開館5周年記念　夷酋列像200年　蠣崎波響とその時代展,開館5周年記念・夷酋列像200年、蠣崎波響とその時代展、1991年8月27日（火）～9月23日（月）、開館時間/午前10時～午後5時（入場は午後4時30分まで）、月曜休館、ただし9月15日（日）〈敬老の日〉・9月23日（月）〈秋分の日〉は開館いたします。観覧料、一般、920円（当日）720円（前売・団体）・高大生720円（当日）510円（前売・団体）・小中生410円（当日）300円（前売・団体）、主催、北海道立函館美術館・美術館連絡協議会・読売新聞社、後援、文化庁・函館市・函館市教育委員会・STV・NHK函館放送局、協賛、花王、北海道立函館美術館、〒040函館市五稜郭町37番6号、TEL(0138)56-6311、テレフォンサービスTEL(0138)55-1551、平成3年8月28日印あり,1484,156.0,132.0
po000181,丹頂　千歳鶴,,1643,,51.0
po000183,6月1日～7日　水道週間,昭和46年5月26日受付印,767,,211.0
po000188,民間放送20周年記念　民放のイメージを標語に,昭和46年7月13日受付印,1646,,137.0
po000189,青少年のために,昭和46年4月30日受付印,1324,,168.0
po000190,呼んでる待ってる北方領土,昭和48年4月17日受付印,429,,195.0
po000192,みんなが貯蓄　住みよい社会,昭和48年11月22日,1724,,192.0
po000193,お宅にも郵便受けを,昭和45年1月17日受付印,188,,190.0
po000194,第2回市民劇場準特別公演,第2回市民劇場準特別公演、11月23日（金）午後6時30分開演、函館市民会館大ホール、入場料500円、主催、三国バレエ研究所・函館市民劇場運営委員会、後援、北海道新聞函館支社・函館市教育委員会、昭和48年10月30日印あり,1070,,170.0
po000196,国際フォトニュース　かけ声の仲間,昭和48年6月7日,1328,,173.0
po000198,海外研修生募集,昭和45年3月13日受付印,322,,138.0
po000199,国をささえる若い力　自衛官募集,昭和45年1月17日受付印,1514,,166.0
po000200,国際フォトニュース　富士に鍛える,昭和48年11月14日,1716,,173.0
po000201,国際フォトニュース　大空の祭典,昭和48年11月29日,910,,173.0
po000202,赤十字看護学生募集,昭和48年10月11日,127,,138.0
po000203,世界の巨匠　葛飾北斎展,世界の巨匠、葛飾北斎展、代表作「富嶽三十六景」ほか版画、肉筆画140余点、8/24→9/7札幌・北海道立美術館、9/9→9/15函館・ボーニ森屋、9/19→9/24旭川・マルカツ、主催、葛飾北斎展実行委員会・北海道新聞社・日本浮世絵協会・北海道立美術館、後援、文化庁・北海道・札幌市教育委員会・函館市教育委員会・旭川市教育委員会、入場料、一般200円（150円）、高校・大学生150円（100円）、小・中学生100円（50円）＝（）内は団体・前売り券、団体（20人以上）・前売り券の申し込みは北海道新聞本社・支社・支局まで、昭和44年8月27日受付印,1361,,125.0
po000204,貯蓄増強10月特別運動　明るい家庭　希望の夢は貯蓄から,昭和44年10月2日受付印,1252,,192.0
po000205,第19回　三国バレエ発表会,第19回三国バレエ発表会、10月18日（土）PM2:30/6:30、HBC劇場、大人200円・子供150円、主催/三国バレエ研究所、後援/函館市教育委員会・北海道新聞函館支社、サインあり、昭和44年10月9日受付印,873,83.0,170.0
po000206,きょうは税の相談日よ,昭和44年12月13日受付印,2022,,209.0
po000207,新入学（園）児童を交通事故から守りましょう　4月1日～4月30日,昭和45年3月7日受付印,1801,,141.0
po000208,たすけあって！赤い羽根のよろこびを,昭和45年3月7日受付印,1487,,28.0
po000209,正しい計量　明るい社会,昭和45年3月7日受付印,628,,216.0
po000210,国民年金に加入しよう,昭和45年5月23日受付印,455,,166.0
po000211,明るい家庭に明るい子供,,1632,,168.0
po000212,警察官採用,昭和45年5月23日受付印,205,,209.0
po000213,春の交通安全運動,昭和45年5月23日受付印,529,,213.0
po000214,北海道中堅青年海外派遣団員募集,昭和44年9月2日受付印,549,,138.0
po000215,文芸春秋　文化講演会,文藝春秋、文化講演会、入場無料、遠藤周作、三浦朱門、佐藤愛子、9月30日（水）・午後6時30分開演、会場＝函館市民会館、文藝春秋、函館地区出版物小売業組合、函館市教育委員会、函館市文化団体協議会、函館市民劇場運営委員会、昭和45年10月12日受付印,981,,156.0
po000216,お子さまの夢を育てましょう,昭和45年11月29日受付印,779,,1.0
po000217,第24回学生広告論文伝通賞作品募集,昭和46年10月18日受付印,1231,,178.0
po000218,第6回　北海道秀作美術展,昭和48年10月11日,1447,,126.0
po000219,函館信用金庫　CALENDAR1970,,1492,,116.0
po000220,航空管制官募集,,370,,199.0
po000221,’73　白楊祭,’73白楊祭、8.31～9.1/2、函館中部高校、昭和48年8月22日受付印,407,,122.0
po000222,昭和48年度　北海道図書館大会,,1589,,159.0
po000223,昭和49年度　慶應義塾大学通信教育部学生募集,昭和49年2月5日,107,,139.0
po000224,函館市民会館落成記念バレエフェスティバル,函館市民会館7月20日（月）午後6:30、函館市民会館落成記念バレエフェスティバル、主催、函館バレエアカデミー・三国バレエ研究所、後援、函館市、サインあり、昭和45年7月10日受付印,1306,,163.0
po000226,明治はるあき,昭和44年9月9日受付印,25,,128.0
po000227,第11回北海道人形劇フェスティバル,第11回北海道人形劇フェスティバル、歓迎公演、8月15日午後6時青年センター、市中パレード、8月16日午前10時30分松風町～千代台町、市中公演、8月17日午前10時各児童館ほか2ヶ所、記念特別公演、8月17日午前1時青年センター、とき、19698月15/16/17日、ところ、函館市青年センター、主催、第11回北海道人形劇フェスティバル実行委員会・函館人形劇団体協議会・北海道人形劇サークル連絡協議会、後援、函館市・函館市教育委員会・函館市社会福祉協議会・函館市青年サークル連絡協議会・函館市中小企業労務改善協議会、雪印牛乳アイスクリーム、株式会社＝雪の店・本社、松風町1-5TEL22-4105（代）、Design、T、Kameya、印刷/竜文堂印刷所、昭和44年7月31日受付印,351,,121.0
po000228,第7回奨学論文コンテスト,昭和46年9月7日受付印,1382,,178.0
po000229,教護になりませんか　第二十七期生募集,昭和48年1月12日受付印,790,,138.0
po000231,芸術祭バレエ北海道公演　第10回東京バレエグループ公演,芸術祭バレエ北海道公演、第10回東京バレエグループ公演、〈ロミオとジュリエット〉ジュリエット＝森下洋子（牧阿佐美バレエ団）、ロミオ＝清水哲太郎（松山樹子バレエ団）、ティボルト＝江川明、マーキューショー＝漆原宏樹、愛＝亀ヶ谷環、マブの女王＝宮木里恵子、〈交響曲〉新井雅子、江川明、畑佐俊明、石塚千香子、竹屋啓子、清水敏子、宮木百合子、寺田洋子、小林道子、浅沼知子、青柳静枝、岩朝保子、根本美香、鈴木和子、藤井友子、江原朋子、遠藤展弘、河野潤、五木田勲、佐藤栄弥、岩崎一、久光孝男、東京バレエグループ、構成・演出・振付＝横井茂、技術指導＝石井清子、音楽監督＝若杉弘、装置＝藤本久徳、照明＝大庭三郎、衣装＝田代洋子、音響＝清水秀臣、舞台監督＝茂木源光、衣装製作＝大井昌子、主催、文化庁芸術祭執行委員会・芸術祭バレエ北海道公演実行委員会・北海道国際文化協会・芸術祭バレエ北海道公演函館市実行委員会、後援、北海道教育委員会・函館市文化団体協議会・10月12日（日）PM6:30（開場6:00）、会場、函館市民会館、料金、A=1000円B=700円C=500円、お問い合せ、函館市教育委員会社会教育課（23-6161内線171）、バレエ詩劇〈べルりオーズ曲〉、ロミオとジュリエット〈松村禎三曲〉交響曲、制作＝日本ゼネラルアーツ、昭和45年10月12日受付印,1010,,170.0
